phase_id,phase_label,start_utc,end_utc,duration_hours,n_events,n_nodes,n_edges,density,reciprocity,average_clustering,largest_weak_component_size,largest_weak_component_share,top10pct_in_degree_share,top10pct_out_degree_share,top10pct_in_strength_share,top10pct_out_strength_share
1,phase_1,2021-12-25 15:00:00+00:00,2021-12-26 08:00:00+00:00,17,663,373,644,0.004641240739139209,0.015527950310559006,0.06701184675917411,351,0.9410187667560321,0.8633540372670807,0.48757763975155277,0.8672699849170438,0.497737556561086
2,phase_2,2021-12-26 08:00:00+00:00,2021-12-26 23:00:00+00:00,15,10770,3951,10306,0.0006603679888763941,0.004851542790607413,0.036188996193840084,3854,0.9754492533535813,0.9530370657869203,0.540558897729478,0.954410399257196,0.5556174558960074
3,phase_3,2021-12-26 23:00:00+00:00,2021-12-28 00:00:00+00:00,25,5922,3365,5683,0.0005020380110708083,0.0010557803976772831,0.01687220420136771,3218,0.9563150074294205,0.9248636283653,0.4613760337849727,0.9268828098615333,0.4739952718676123
4,phase_4,2021-12-28 00:00:00+00:00,2021-12-29 00:00:00+00:00,24,1242,1131,1203,0.0009412924579235229,0.0016625103906899418,0.004747964017754545,939,0.830238726790451,0.8744804655029094,0.32252701579384874,0.8776167471819646,0.33011272141706927
5,phase_5,2021-12-29 00:00:00+00:00,2021-12-30 16:00:00+00:00,40,662,659,646,0.0014897768102171938,0.0,0.006544758582530943,472,0.716236722306525,0.8792569659442725,0.26006191950464397,0.8821752265861027,0.2673716012084592
6,phase_6,2021-12-30 16:00:00+00:00,2022-01-07 15:00:00+00:00,191,508,522,488,0.0017943683308697539,0.0,0.0019450428933187555,337,0.6455938697318008,0.9036885245901639,0.22540983606557377,0.90748031496063,0.2559055118110236
7,phase_7,2022-01-07 15:00:00+00:00,2022-01-08 21:00:00+00:00,30,308,305,308,0.0033218291630716136,0.0,0.003571689866771834,266,0.8721311475409836,1.0,0.2012987012987013,1.0,0.2012987012987013
8,phase_8,2022-01-08 21:00:00+00:00,2022-01-13 08:00:00+00:00,107,306,301,288,0.0031893687707641198,0.0,0.0,171,0.5681063122923588,0.9861111111111112,0.15625,0.9869281045751634,0.20588235294117646
