phase_id,phase_label,followup_hours,phase1_posts_authored,later_posts_authored,phase1_share_posts_retweeted,later_share_posts_retweeted,post_retweet_risk_ratio,post_retweet_risk_ratio_ci_lower,post_retweet_risk_ratio_ci_upper,phase1_retweets_per_post,later_retweets_per_post,retweets_per_post_rate_ratio,retweets_per_post_rate_ratio_ci_lower,retweets_per_post_rate_ratio_ci_upper
2,phase_2,12.0,49,1834,0.6530612244897959,0.4100327153762268,1.5927051671732522,1.289295168090158,1.9675166806822235,9.571428571428571,4.449836423118866,2.150961891925009,1.9598079731421714,2.3607604030183125
3,phase_3,12.0,21,1040,0.47619047619047616,0.3605769230769231,1.3206349206349206,0.8371825777678735,2.083269097943394,2.1904761904761907,1.7384615384615385,1.2600084281500212,0.9403332017738357,1.6883602918776168
