motive_family,display_label,unique_tweets,label_assignments,source_fractional_count,retweet_fractional_count,source_share,retweet_share,percentage_point_change,log2_multiplier,amplification_multiplier,log2_ci_low,log2_ci_high,percentage_point_ci_low,percentage_point_ci_high,permutation_p,eligible_main,global_js_observed,global_permutation_p,fdr_q
7,Self-blame,98,98,63.56666666666668,251.8166666666667,0.07714401294498381,0.0475574441296821,-0.02958656881530171,-0.6978830125915214,0.6164761504432209,-1.6334833184471331,0.034570620190734404,-0.05307678589042148,0.001899414711094893,0.21407859214078592,True,0.2574180968012717,0.013498650134986502,0.36489684364896846
3,Others minimized the experience,73,73,46.98333333333334,178.41666666666669,0.057018608414239474,0.033695310040919114,-0.02332329837332036,-0.7588850289765162,0.5909528657124031,-2.5004214945643772,0.15659618843634768,-0.049580117644294854,0.00601677427493985,0.23197680231976803,True,0.2574180968012717,0.013498650134986502,0.36489684364896846
12,Lack of support,60,60,33.949999999999996,117.31666666666668,0.0412014563106796,0.022156122127793523,-0.019045334182886075,-0.8949899359364054,0.5377509465002286,-2.4370891981139633,-0.019777599769915735,-0.035607979903423986,-0.0006149401630401106,0.23457654234576542,True,0.2574180968012717,0.013498650134986502,0.36489684364896846
8,Discouraged by others,9,9,7.083333333333333,20.333333333333332,0.0085962783171521,0.003840100723953416,-0.004756177593198685,-1.162568040063431,0.44671665839908536,-5.398297087716388,0.6041678429745483,-0.011926320793642909,0.0029370974051984564,,False,0.2574180968012717,0.013498650134986502,
14,Perpetrator status or power,62,62,34.74999999999999,86.58333333333334,0.04217233009708736,0.01635190431224426,-0.0258204257848431,-1.366838076182913,0.38774011953363385,-2.397596617263754,-0.5254943033292571,-0.037510471646404316,-0.01236340546802446,0.057394260573942604,True,0.2574180968012717,0.013498650134986502,0.36489684364896846
23,Belief that one could deal with it,13,13,9.833333333333332,23.666666666666664,0.011933656957928798,0.004469625432798238,-0.00746403152513056,-1.4168103713517541,0.37453946004825045,-32.87707632978911,0.3711481813182264,-0.016110117479360045,0.0021991028495848674,,False,0.2574180968012717,0.013498650134986502,
16,No one would believe,50,50,26.75,59.833333333333336,0.0324635922330097,0.01129996852376456,-0.02116362370924514,-1.5225038949124996,0.3480812734250161,-2.944832610204479,-0.5049637987822443,-0.033262636758644853,-0.008825952835744883,0.0836916308369163,True,0.2574180968012717,0.013498650134986502,0.36489684364896846
17,Victim blaming,21,21,12.333333333333334,12.5,0.014967637540453072,0.0023607176581680834,-0.01260691988228499,-2.6645491163148107,0.1577214608938815,-5.336790517850786,-1.2369784502897965,-0.020042006135114917,-0.005978823155105183,,False,0.2574180968012717,0.013498650134986502,
1,Discouraged by prior reporting outcomes,9,9,8.5,4.0,0.010315533980582521,0.0007554296506137868,-0.009560104329968734,-3.771377281176908,0.0732322391611079,-5.744542383371799,-2.8702553835672,-0.01674978651383179,-0.003640776699029126,,False,0.2574180968012717,0.013498650134986502,
24,Other,9,9,9.0,1.0,0.010922330097087376,0.0001888574126534467,-0.010733472684433929,-5.853839435631809,0.017290945426243598,-33.76159911228535,-4.085413138011854,-0.01800253869386269,-0.004668823281169061,,False,0.2574180968012717,0.013498650134986502,
