hour_idx,hour_start_utc,hour_end_utc,n_retweets,phase_id,phase_label
321,2022-01-08 00:00:00+0000,2022-01-08 01:00:00+0000,17,5,phase_5
322,2022-01-08 01:00:00+0000,2022-01-08 02:00:00+0000,5,5,phase_5
323,2022-01-08 02:00:00+0000,2022-01-08 03:00:00+0000,5,5,phase_5
324,2022-01-08 03:00:00+0000,2022-01-08 04:00:00+0000,0,5,phase_5
325,2022-01-08 04:00:00+0000,2022-01-08 05:00:00+0000,3,5,phase_5
326,2022-01-08 05:00:00+0000,2022-01-08 06:00:00+0000,1,5,phase_5
327,2022-01-08 06:00:00+0000,2022-01-08 07:00:00+0000,5,5,phase_5
328,2022-01-08 07:00:00+0000,2022-01-08 08:00:00+0000,13,5,phase_5
329,2022-01-08 08:00:00+0000,2022-01-08 09:00:00+0000,10,5,phase_5
330,2022-01-08 09:00:00+0000,2022-01-08 10:00:00+0000,16,5,phase_5
331,2022-01-08 10:00:00+0000,2022-01-08 11:00:00+0000,15,5,phase_5
332,2022-01-08 11:00:00+0000,2022-01-08 12:00:00+0000,18,5,phase_5
333,2022-01-08 12:00:00+0000,2022-01-08 13:00:00+0000,11,5,phase_5
334,2022-01-08 13:00:00+0000,2022-01-08 14:00:00+0000,19,5,phase_5
335,2022-01-08 14:00:00+0000,2022-01-08 15:00:00+0000,13,5,phase_5
336,2022-01-08 15:00:00+0000,2022-01-08 16:00:00+0000,10,5,phase_5
337,2022-01-08 16:00:00+0000,2022-01-08 17:00:00+0000,10,5,phase_5
338,2022-01-08 17:00:00+0000,2022-01-08 18:00:00+0000,14,5,phase_5
339,2022-01-08 18:00:00+0000,2022-01-08 19:00:00+0000,8,5,phase_5
340,2022-01-08 19:00:00+0000,2022-01-08 20:00:00+0000,5,5,phase_5
341,2022-01-08 20:00:00+0000,2022-01-08 21:00:00+0000,7,5,phase_5
342,2022-01-08 21:00:00+0000,2022-01-08 22:00:00+0000,3,6,phase_6
343,2022-01-08 22:00:00+0000,2022-01-08 23:00:00+0000,3,6,phase_6
344,2022-01-08 23:00:00+0000,2022-01-09 00:00:00+0000,1,6,phase_6
345,2022-01-09 00:00:00+0000,2022-01-09 01:00:00+0000,4,6,phase_6
346,2022-01-09 01:00:00+0000,2022-01-09 02:00:00+0000,1,6,phase_6
347,2022-01-09 02:00:00+0000,2022-01-09 03:00:00+0000,0,6,phase_6
348,2022-01-09 03:00:00+0000,2022-01-09 04:00:00+0000,2,6,phase_6
349,2022-01-09 04:00:00+0000,2022-01-09 05:00:00+0000,0,6,phase_6
350,2022-01-09 05:00:00+0000,2022-01-09 06:00:00+0000,1,6,phase_6
351,2022-01-09 06:00:00+0000,2022-01-09 07:00:00+0000,1,6,phase_6
352,2022-01-09 07:00:00+0000,2022-01-09 08:00:00+0000,1,6,phase_6
353,2022-01-09 08:00:00+0000,2022-01-09 09:00:00+0000,2,6,phase_6
354,2022-01-09 09:00:00+0000,2022-01-09 10:00:00+0000,3,6,phase_6
355,2022-01-09 10:00:00+0000,2022-01-09 11:00:00+0000,1,6,phase_6
356,2022-01-09 11:00:00+0000,2022-01-09 12:00:00+0000,1,6,phase_6
357,2022-01-09 12:00:00+0000,2022-01-09 13:00:00+0000,2,6,phase_6
358,2022-01-09 13:00:00+0000,2022-01-09 14:00:00+0000,5,6,phase_6
359,2022-01-09 14:00:00+0000,2022-01-09 15:00:00+0000,7,6,phase_6
360,2022-01-09 15:00:00+0000,2022-01-09 16:00:00+0000,8,6,phase_6
361,2022-01-09 16:00:00+0000,2022-01-09 17:00:00+0000,6,6,phase_6
362,2022-01-09 17:00:00+0000,2022-01-09 18:00:00+0000,0,6,phase_6
363,2022-01-09 18:00:00+0000,2022-01-09 19:00:00+0000,1,6,phase_6
364,2022-01-09 19:00:00+0000,2022-01-09 20:00:00+0000,3,6,phase_6
365,2022-01-09 20:00:00+0000,2022-01-09 21:00:00+0000,1,6,phase_6
366,2022-01-09 21:00:00+0000,2022-01-09 22:00:00+0000,5,6,phase_6
367,2022-01-09 22:00:00+0000,2022-01-09 23:00:00+0000,5,6,phase_6
368,2022-01-09 23:00:00+0000,2022-01-10 00:00:00+0000,7,6,phase_6
369,2022-01-10 00:00:00+0000,2022-01-10 01:00:00+0000,3,6,phase_6
370,2022-01-10 01:00:00+0000,2022-01-10 02:00:00+0000,4,6,phase_6
371,2022-01-10 02:00:00+0000,2022-01-10 03:00:00+0000,2,6,phase_6
372,2022-01-10 03:00:00+0000,2022-01-10 04:00:00+0000,0,6,phase_6
373,2022-01-10 04:00:00+0000,2022-01-10 05:00:00+0000,0,6,phase_6
374,2022-01-10 05:00:00+0000,2022-01-10 06:00:00+0000,0,6,phase_6
375,2022-01-10 06:00:00+0000,2022-01-10 07:00:00+0000,1,6,phase_6
376,2022-01-10 07:00:00+0000,2022-01-10 08:00:00+0000,2,6,phase_6
377,2022-01-10 08:00:00+0000,2022-01-10 09:00:00+0000,0,6,phase_6
378,2022-01-10 09:00:00+0000,2022-01-10 10:00:00+0000,1,6,phase_6
379,2022-01-10 10:00:00+0000,2022-01-10 11:00:00+0000,0,6,phase_6
380,2022-01-10 11:00:00+0000,2022-01-10 12:00:00+0000,2,6,phase_6
381,2022-01-10 12:00:00+0000,2022-01-10 13:00:00+0000,6,6,phase_6
382,2022-01-10 13:00:00+0000,2022-01-10 14:00:00+0000,2,6,phase_6
383,2022-01-10 14:00:00+0000,2022-01-10 15:00:00+0000,10,6,phase_6
384,2022-01-10 15:00:00+0000,2022-01-10 16:00:00+0000,1,6,phase_6
385,2022-01-10 16:00:00+0000,2022-01-10 17:00:00+0000,0,6,phase_6
386,2022-01-10 17:00:00+0000,2022-01-10 18:00:00+0000,2,6,phase_6
387,2022-01-10 18:00:00+0000,2022-01-10 19:00:00+0000,33,6,phase_6
388,2022-01-10 19:00:00+0000,2022-01-10 20:00:00+0000,20,6,phase_6
389,2022-01-10 20:00:00+0000,2022-01-10 21:00:00+0000,11,6,phase_6
390,2022-01-10 21:00:00+0000,2022-01-10 22:00:00+0000,5,6,phase_6
391,2022-01-10 22:00:00+0000,2022-01-10 23:00:00+0000,9,6,phase_6
392,2022-01-10 23:00:00+0000,2022-01-11 00:00:00+0000,4,6,phase_6
393,2022-01-11 00:00:00+0000,2022-01-11 01:00:00+0000,2,6,phase_6
394,2022-01-11 01:00:00+0000,2022-01-11 02:00:00+0000,1,6,phase_6
395,2022-01-11 02:00:00+0000,2022-01-11 03:00:00+0000,0,6,phase_6
396,2022-01-11 03:00:00+0000,2022-01-11 04:00:00+0000,0,6,phase_6
397,2022-01-11 04:00:00+0000,2022-01-11 05:00:00+0000,0,6,phase_6
398,2022-01-11 05:00:00+0000,2022-01-11 06:00:00+0000,0,6,phase_6
399,2022-01-11 06:00:00+0000,2022-01-11 07:00:00+0000,0,6,phase_6
400,2022-01-11 07:00:00+0000,2022-01-11 08:00:00+0000,4,6,phase_6
401,2022-01-11 08:00:00+0000,2022-01-11 09:00:00+0000,6,6,phase_6
402,2022-01-11 09:00:00+0000,2022-01-11 10:00:00+0000,1,6,phase_6
403,2022-01-11 10:00:00+0000,2022-01-11 11:00:00+0000,2,6,phase_6
404,2022-01-11 11:00:00+0000,2022-01-11 12:00:00+0000,1,6,phase_6
405,2022-01-11 12:00:00+0000,2022-01-11 13:00:00+0000,0,6,phase_6
406,2022-01-11 13:00:00+0000,2022-01-11 14:00:00+0000,2,6,phase_6
407,2022-01-11 14:00:00+0000,2022-01-11 15:00:00+0000,0,6,phase_6
408,2022-01-11 15:00:00+0000,2022-01-11 16:00:00+0000,0,6,phase_6
409,2022-01-11 16:00:00+0000,2022-01-11 17:00:00+0000,3,6,phase_6
410,2022-01-11 17:00:00+0000,2022-01-11 18:00:00+0000,5,6,phase_6
411,2022-01-11 18:00:00+0000,2022-01-11 19:00:00+0000,1,6,phase_6
412,2022-01-11 19:00:00+0000,2022-01-11 20:00:00+0000,1,6,phase_6
413,2022-01-11 20:00:00+0000,2022-01-11 21:00:00+0000,2,6,phase_6
414,2022-01-11 21:00:00+0000,2022-01-11 22:00:00+0000,0,6,phase_6
415,2022-01-11 22:00:00+0000,2022-01-11 23:00:00+0000,4,6,phase_6
416,2022-01-11 23:00:00+0000,2022-01-12 00:00:00+0000,1,6,phase_6
417,2022-01-12 00:00:00+0000,2022-01-12 01:00:00+0000,0,6,phase_6
418,2022-01-12 01:00:00+0000,2022-01-12 02:00:00+0000,1,6,phase_6
419,2022-01-12 02:00:00+0000,2022-01-12 03:00:00+0000,0,6,phase_6
420,2022-01-12 03:00:00+0000,2022-01-12 04:00:00+0000,0,6,phase_6
421,2022-01-12 04:00:00+0000,2022-01-12 05:00:00+0000,1,6,phase_6
422,2022-01-12 05:00:00+0000,2022-01-12 06:00:00+0000,0,6,phase_6
423,2022-01-12 06:00:00+0000,2022-01-12 07:00:00+0000,1,6,phase_6
424,2022-01-12 07:00:00+0000,2022-01-12 08:00:00+0000,0,6,phase_6
425,2022-01-12 08:00:00+0000,2022-01-12 09:00:00+0000,1,6,phase_6
426,2022-01-12 09:00:00+0000,2022-01-12 10:00:00+0000,0,6,phase_6
427,2022-01-12 10:00:00+0000,2022-01-12 11:00:00+0000,0,6,phase_6
428,2022-01-12 11:00:00+0000,2022-01-12 12:00:00+0000,2,6,phase_6
429,2022-01-12 12:00:00+0000,2022-01-12 13:00:00+0000,6,6,phase_6
430,2022-01-12 13:00:00+0000,2022-01-12 14:00:00+0000,3,6,phase_6
431,2022-01-12 14:00:00+0000,2022-01-12 15:00:00+0000,10,6,phase_6
432,2022-01-12 15:00:00+0000,2022-01-12 16:00:00+0000,10,6,phase_6
433,2022-01-12 16:00:00+0000,2022-01-12 17:00:00+0000,2,6,phase_6
434,2022-01-12 17:00:00+0000,2022-01-12 18:00:00+0000,2,6,phase_6
435,2022-01-12 18:00:00+0000,2022-01-12 19:00:00+0000,7,6,phase_6
436,2022-01-12 19:00:00+0000,2022-01-12 20:00:00+0000,3,6,phase_6
437,2022-01-12 20:00:00+0000,2022-01-12 21:00:00+0000,5,6,phase_6
438,2022-01-12 21:00:00+0000,2022-01-12 22:00:00+0000,7,6,phase_6
439,2022-01-12 22:00:00+0000,2022-01-12 23:00:00+0000,1,6,phase_6
440,2022-01-12 23:00:00+0000,2022-01-13 00:00:00+0000,1,6,phase_6
441,2022-01-13 00:00:00+0000,2022-01-13 01:00:00+0000,1,6,phase_6
442,2022-01-13 01:00:00+0000,2022-01-13 02:00:00+0000,4,6,phase_6
443,2022-01-13 02:00:00+0000,2022-01-13 03:00:00+0000,2,6,phase_6
444,2022-01-13 03:00:00+0000,2022-01-13 04:00:00+0000,2,6,phase_6
445,2022-01-13 04:00:00+0000,2022-01-13 05:00:00+0000,1,6,phase_6
446,2022-01-13 05:00:00+0000,2022-01-13 06:00:00+0000,1,6,phase_6
447,2022-01-13 06:00:00+0000,2022-01-13 07:00:00+0000,3,,
448,2022-01-13 07:00:00+0000,2022-01-13 08:00:00+0000,1,,
